time  x      y      z      groundspeedxy  groundspeedxz  groundspeedxyz  trackanglexy  trackanglexz  trackanglexyz  airspeedxy  airspeedxz  airspeedxyz  courseanglexy  courseanglexz  courseanglexyz  driftanglexy  driftanglexz  driftanglexyz  
0.00  -0.934 0.304  -0.281 
2.97  -0.792 0.234  -0.497 0.71           0.66           0.89            56.89         53.99         64.11          0.87        0.83        1.03         43.04          39.96          51.44           13.85         14.04         12.67          
3.00  -0.782 0.247  -0.509 0.50           0.48           0.62            52.15         50.57         60.55          0.68        0.67        0.78         35.34          33.82          44.29           16.81         16.75         16.25          
3.03  -0.769 0.269  -0.511 0.78           0.39           0.78            60.49         9.41          60.60          0.93        0.64        0.93         46.94          5.73           47.07           13.55         3.68          13.53          
3.07  -0.760 0.290  -0.498 0.68           0.48           0.79            66.33         -55.64        69.75          0.81        0.66        0.91         49.98          -37.36         54.74           16.35         -18.28        15.00          
3.10  -0.747 0.310  -0.488 0.71           0.47           0.76            57.80         -37.35        60.42          0.87        0.69        0.91         43.67          -24.65         46.65           14.13         -12.70        13.78          
3.13  -0.738 0.329  -0.469 0.63           0.64           0.86            64.03         -64.53        71.20          0.77        0.78        0.97         47.17          -47.81         57.05           16.86         -16.73        14.14          
3.17  -0.725 0.340  -0.454 0.50           0.58           0.67            40.37         -49.51        55.36          0.71        0.77        0.83         27.11          -35.19         41.07           13.26         -14.32        14.29          
3.20  -0.713 0.347  -0.433 0.43           0.74           0.77            29.35         -59.21        60.53          0.66        0.89        0.92         18.72          -45.32         46.85           10.63         -13.89        13.69          
3.23  -0.702 0.348  -0.424 0.31           0.42           0.42            4.90          -42.53        42.66          0.56        0.63        0.63         2.72           -26.92         27.03           2.18          -15.61        15.63          
3.27  -0.685 0.344  -0.411 0.52           0.63           0.64            -11.78        -36.73        37.77          0.77        0.85        0.86         -7.96          -26.58         27.45           -3.82         -10.15        10.31          
3.30  -0.667 0.336  -0.407 0.59           0.55           0.60            -24.11        -12.92        26.70          0.83        0.80        0.83         -17.00         -8.91          18.96           -7.11         -4.01         7.74           
3.33  -0.650 0.332  -0.416 0.55           0.59           0.61            -14.32        27.06         29.73          0.79        0.82        0.84         -9.84          19.13          21.19           -4.49         7.93          8.53           
3.37  -0.630 0.329  -0.423 0.61           0.64           0.64            -7.51         19.09         20.32          0.86        0.88        0.88         -5.33          13.75          14.68           -2.18         5.34          5.64           
3.40  -0.607 0.330  -0.431 0.67           0.72           0.72            3.27          19.96         20.19          0.92        0.95        0.96         2.38           14.83          15.00           0.88          5.13          5.18           
